,ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Recency_Group,Total_Promotion,Ikut_Promo
12,8180,1952.0,Master,Divorced,59354.0,1.0,1.0,15-11-2013,53.0,233.0,2.0,53.0,3.0,5.0,14.0,3.0,6.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50-59,0.0,Tidak
13,2569,1987.0,Graduation,Married,17323.0,0.0,0.0,10-10-2012,38.0,3.0,14.0,17.0,6.0,1.0,5.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30-39,0.0,Tidak
14,2114,1946.0,PhD,Single,82800.0,0.0,0.0,24-11-2012,23.0,1006.0,22.0,115.0,59.0,68.0,45.0,1.0,7.0,6.0,12.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,20-29,3.0,Ya
15,9736,1980.0,Graduation,Married,41850.0,1.0,1.0,24-12-2012,51.0,53.0,5.0,19.0,2.0,13.0,4.0,3.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50-59,0.0,Tidak
16,4939,1946.0,Graduation,Married,37760.0,0.0,0.0,31-08-2012,20.0,84.0,5.0,38.0,150.0,12.0,28.0,2.0,4.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-29,0.0,Tidak
17,6565,1949.0,Master,Married,76995.0,0.0,1.0,28-03-2013,91.0,1012.0,80.0,498.0,0.0,16.0,176.0,2.0,11.0,4.0,9.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,90-99,1.0,Ya
18,2278,1985.0,Master,Single,33812.0,1.0,0.0,03-11-2012,86.0,4.0,17.0,19.0,30.0,24.0,39.0,2.0,2.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80-89,0.0,Tidak
19,9360,1982.0,Graduation,Married,37040.0,0.0,0.0,08-08-2012,41.0,86.0,2.0,73.0,69.0,38.0,48.0,1.0,4.0,2.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40-49,0.0,Tidak
20,5376,1979.0,Graduation,Married,2447.0,1.0,0.0,06-01-2013,42.0,1.0,1.0,1725.0,1.0,1.0,1.0,15.0,0.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40-49,0.0,Tidak
21,1993,1949.0,PhD,Married,58607.0,0.0,1.0,23-12-2012,63.0,867.0,0.0,86.0,0.0,0.0,19.0,3.0,2.0,3.0,9.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60-69,1.0,Ya
22,4047,1954.0,PhD,Married,65324.0,0.0,1.0,11-01-2014,0.0,384.0,0.0,102.0,21.0,32.0,5.0,3.0,6.0,2.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-9,0.0,Tidak
23,1409,1951.0,Graduation,Married,40689.0,0.0,1.0,18-03-2013,69.0,270.0,3.0,27.0,39.0,6.0,99.0,7.0,7.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60-69,0.0,Tidak
24,7892,1969.0,Graduation,Single,18589.0,0.0,0.0,02-01-2013,89.0,6.0,4.0,25.0,15.0,12.0,13.0,2.0,2.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80-89,0.0,Tidak
25,2404,1976.0,Graduation,Married,53359.0,1.0,1.0,27-05-2013,4.0,173.0,4.0,30.0,3.0,6.0,41.0,4.0,5.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-9,0.0,Tidak
26,9422,1989.0,Graduation,Married,38360.0,1.0,0.0,31-05-2013,26.0,36.0,2.0,42.0,20.0,21.0,10.0,2.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-29,0.0,Tidak
27,1966,1965.0,PhD,Married,84618.0,0.0,0.0,22-11-2013,96.0,684.0,100.0,801.0,21.0,66.0,0.0,1.0,6.0,9.0,10.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,90-99,1.0,Ya
28,6864,1989.0,Master,Divorced,10979.0,0.0,0.0,22-05-2014,34.0,8.0,4.0,10.0,2.0,2.0,4.0,2.0,3.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30-39,0.0,Tidak
29,3033,1963.0,Master,Married,38620.0,0.0,0.0,11-05-2013,56.0,112.0,17.0,44.0,34.0,22.0,89.0,1.0,2.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50-59,0.0,Tidak
30,5710,1970.0,Graduation,Married,40548.0,0.0,1.0,10-10-2012,31.0,110.0,0.0,5.0,2.0,0.0,3.0,2.0,2.0,1.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30-39,1.0,Ya
31,7373,1952.0,PhD,Divorced,46610.0,0.0,2.0,29-10-2012,8.0,96.0,12.0,96.0,33.0,22.0,43.0,6.0,4.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0-9,1.0,Ya
32,8755,1946.0,Master,Married,68657.0,0.0,0.0,20-02-2013,4.0,482.0,34.0,471.0,119.0,68.0,22.0,1.0,3.0,5.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-9,0.0,Tidak
33,10738,1951.0,Master,Single,49389.0,1.0,1.0,29-08-2013,55.0,40.0,0.0,19.0,2.0,1.0,3.0,1.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50-59,0.0,Tidak
34,4339,1970.0,PhD,Married,67353.0,0.0,1.0,31-12-2013,37.0,702.0,17.0,151.0,0.0,8.0,35.0,5.0,5.0,6.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30-39,0.0,Tidak
35,10755,1976.0,Master,Married,23718.0,1.0,0.0,02-09-2013,76.0,6.0,3.0,14.0,15.0,7.0,36.0,3.0,3.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70-79,0.0,Tidak
36,8595,1973.0,Graduation,Widow,42429.0,0.0,1.0,11-02-2014,99.0,55.0,0.0,6.0,2.0,0.0,4.0,2.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90-99,0.0,Tidak
37,2968,1943.0,PhD,Divorced,48948.0,0.0,0.0,01-02-2013,53.0,437.0,8.0,206.0,160.0,49.0,42.0,2.0,7.0,10.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,50-59,2.0,Ya
38,8601,1980.0,Graduation,Married,80011.0,0.0,1.0,29-04-2013,3.0,421.0,76.0,536.0,82.0,178.0,102.0,2.0,8.0,6.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-9,0.0,Tidak
39,503,1985.0,Master,Married,20559.0,1.0,0.0,12-03-2013,88.0,13.0,1.0,29.0,3.0,0.0,7.0,2.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80-89,0.0,Tidak
40,8430,1957.0,Graduation,Married,21994.0,0.0,1.0,24-12-2012,4.0,9.0,0.0,6.0,3.0,1.0,3.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-9,0.0,Tidak
41,2139,1975.0,Master,Married,7500.0,1.0,0.0,02-10-2013,19.0,3.0,1.0,10.0,3.0,2.0,12.0,3.0,2.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-19,0.0,Tidak
42,1371,1976.0,Graduation,Single,79941.0,0.0,0.0,28-06-2014,72.0,123.0,164.0,266.0,227.0,30.0,174.0,1.0,2.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70-79,0.0,Tidak
43,9909,1996.0,Master,Married,7500.0,0.0,0.0,09-11-2012,24.0,3.0,18.0,14.0,15.0,22.0,50.0,3.0,3.0,1.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20-29,1.0,Ya
44,7286,1968.0,Graduation,Married,41728.0,1.0,0.0,24-05-2013,92.0,13.0,6.0,15.0,3.0,5.0,13.0,1.0,2.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90-99,0.0,Tidak
45,6566,1954.0,PhD,Married,72550.0,1.0,1.0,08-11-2012,39.0,826.0,50.0,317.0,50.0,38.0,38.0,9.0,5.0,2.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30-39,0.0,Tidak
46,8614,1957.0,Graduation,Widow,65486.0,0.0,1.0,12-05-2014,29.0,245.0,19.0,125.0,37.0,67.0,14.0,1.0,4.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-29,0.0,Tidak
47,4114,1964.0,Master,Married,79143.0,0.0,0.0,11-08-2012,2.0,650.0,37.0,780.0,27.0,167.0,32.0,1.0,6.0,9.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-9,0.0,Tidak
48,1331,1977.0,Graduation,Single,35790.0,1.0,0.0,02-01-2013,54.0,12.0,6.0,20.0,30.0,1.0,3.0,2.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50-59,0.0,Tidak
49,2225,1977.0,Graduation,Divorced,82582.0,0.0,0.0,07-06-2014,54.0,510.0,120.0,550.0,156.0,40.0,241.0,1.0,4.0,9.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,50-59,3.0,Ya
50,9381,1978.0,Graduation,Married,66373.0,1.0,1.0,12-06-2013,57.0,328.0,9.0,124.0,12.0,24.0,109.0,7.0,4.0,2.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50-59,0.0,Tidak
51,6260,1955.0,Master,Married,82384.0,0.0,0.0,19-11-2012,55.0,984.0,51.0,432.0,180.0,120.0,190.0,1.0,3.0,10.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,50-59,2.0,Ya
52,10383,1966.0,Graduation,Divorced,70287.0,0.0,0.0,02-04-2013,30.0,295.0,35.0,482.0,121.0,120.0,40.0,1.0,5.0,5.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30-39,1.0,Ya
53,7437,1988.0,Graduation,Single,27938.0,1.0,0.0,28-04-2014,31.0,13.0,0.0,8.0,2.0,1.0,5.0,1.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30-39,0.0,Tidak
54,8375,1968.0,PhD,Married,55954.0,0.0,1.0,03-03-2014,63.0,447.0,0.0,28.0,0.0,0.0,43.0,3.0,8.0,2.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60-69,0.0,Tidak
55,6853,1982.0,Master,Single,75777.0,0.0,0.0,04-07-2013,12.0,712.0,26.0,538.0,69.0,13.0,80.0,1.0,3.0,6.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,10-19,3.0,Ya
56,3076,1975.0,Graduation,Married,66653.0,1.0,1.0,07-09-2012,18.0,452.0,18.0,102.0,16.0,18.0,6.0,4.0,4.0,2.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-19,0.0,Tidak
57,1012,1952.0,Graduation,Single,61823.0,0.0,1.0,18-02-2013,26.0,523.0,7.0,134.0,37.0,14.0,169.0,4.0,8.0,2.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-29,0.0,Tidak
58,6518,1951.0,PhD,Widow,67680.0,0.0,1.0,11-06-2013,8.0,546.0,0.0,48.0,0.0,6.0,6.0,1.0,7.0,3.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-9,0.0,Tidak
59,4137,1948.0,Graduation,Married,70666.0,0.0,0.0,06-12-2013,29.0,398.0,40.0,367.0,119.0,122.0,30.0,1.0,7.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-29,0.0,Tidak
60,8082,1971.0,Graduation,Married,25721.0,1.0,0.0,21-05-2013,75.0,1.0,3.0,6.0,3.0,6.0,15.0,1.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,70-79,1.0,Ya
61,1386,1967.0,Graduation,Married,32474.0,1.0,1.0,11-05-2014,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-9,0.0,Tidak
62,9369,1979.0,Master,Single,88194.0,0.0,1.0,19-03-2014,19.0,688.0,14.0,309.0,201.0,24.0,38.0,1.0,11.0,10.0,10.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,10-19,3.0,Ya
63,4477,1958.0,Graduation,Married,69096.0,0.0,1.0,27-09-2013,4.0,247.0,49.0,159.0,7.0,82.0,109.0,1.0,5.0,2.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-9,0.0,Tidak
64,1357,1970.0,Graduation,Married,74854.0,1.0,2.0,08-04-2013,90.0,856.0,59.0,487.0,58.0,29.0,73.0,7.0,2.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90-99,0.0,Tidak
65,1402,1954.0,Master,Married,66991.0,0.0,0.0,11-09-2012,1.0,496.0,36.0,460.0,189.0,60.0,12.0,3.0,4.0,8.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-9,0.0,Tidak
66,6312,1959.0,Graduation,Married,65031.0,0.0,1.0,17-03-2013,29.0,258.0,107.0,291.0,84.0,37.0,86.0,4.0,10.0,3.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-29,0.0,Tidak
67,8132,1975.0,PhD,Married,60631.0,1.0,1.0,05-04-2013,88.0,565.0,6.0,65.0,0.0,6.0,19.0,5.0,9.0,2.0,8.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,80-89,1.0,Ya
68,1050,1952.0,Graduation,Married,28332.0,0.0,0.0,30-04-2014,58.0,14.0,10.0,13.0,4.0,15.0,9.0,1.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50-59,0.0,Tidak
69,5846,1977.0,Graduation,Divorced,40246.0,1.0,0.0,19-12-2012,68.0,2.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60-69,0.0,Tidak
70,1859,1972.0,Master,Married,75251.0,0.0,0.0,27-08-2012,34.0,721.0,111.0,925.0,97.0,18.0,18.0,1.0,7.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30-39,1.0,Ya
71,7503,1976.0,Graduation,Single,75825.0,0.0,0.0,12-10-2012,40.0,1032.0,105.0,779.0,137.0,105.0,51.0,0.0,5.0,8.0,9.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,40-49,2.0,Ya
72,10401,1976.0,Master,Married,26326.0,0.0,0.0,04-09-2013,12.0,1.0,0.0,5.0,0.0,3.0,9.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10-19,0.0,Tidak
73,1618,1965.0,Graduation,Married,56046.0,0.0,0.0,02-01-2013,9.0,577.0,0.0,64.0,0.0,0.0,51.0,2.0,10.0,1.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0-9,2.0,Ya
74,3332,1985.0,Graduation,Single,29760.0,1.0,0.0,29-08-2012,87.0,64.0,4.0,68.0,7.0,5.0,17.0,4.0,3.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80-89,0.0,Tidak
75,2261,1969.0,Graduation,Married,26304.0,1.0,0.0,23-06-2013,5.0,4.0,1.0,5.0,2.0,0.0,4.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-9,0.0,Tidak
76,5346,1973.0,Master,Married,23559.0,1.0,0.0,03-07-2013,87.0,25.0,5.0,19.0,7.0,0.0,23.0,3.0,3.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80-89,0.0,Tidak
77,4119,1963.0,Master,Married,38620.0,0.0,0.0,11-05-2013,56.0,112.0,17.0,44.0,34.0,22.0,89.0,1.0,2.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50-59,0.0,Tidak
78,535,1987.0,Graduation,Divorced,81361.0,0.0,0.0,25-02-2014,18.0,163.0,23.0,424.0,27.0,65.0,76.0,1.0,3.0,10.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-19,0.0,Tidak
79,5268,1960.0,Graduation,Married,29440.0,1.0,1.0,11-08-2013,95.0,17.0,8.0,14.0,10.0,4.0,3.0,2.0,1.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90-99,0.0,Tidak
80,273,1970.0,Master,Married,36138.0,1.0,1.0,16-07-2013,48.0,130.0,0.0,16.0,0.0,0.0,5.0,5.0,3.0,1.0,4.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40-49,1.0,Ya
81,4452,1957.0,Graduation,Single,50388.0,0.0,1.0,28-05-2014,3.0,292.0,6.0,37.0,0.0,3.0,34.0,4.0,6.0,1.0,6.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0-9,3.0,Ya
82,8504,1973.0,Graduation,Married,79593.0,0.0,0.0,12-05-2014,70.0,350.0,60.0,568.0,110.0,133.0,145.0,1.0,5.0,6.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70-79,1.0,Ya
83,771,1967.0,Graduation,Married,54178.0,0.0,1.0,21-01-2014,79.0,135.0,9.0,39.0,4.0,0.0,7.0,1.0,2.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70-79,0.0,Tidak
84,11178,1972.0,Master,Single,42394.0,1.0,0.0,23-03-2014,69.0,15.0,2.0,10.0,0.0,1.0,4.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60-69,0.0,Tidak
85,2230,1970.0,PhD,Married,23626.0,1.0,0.0,24-05-2014,84.0,27.0,2.0,14.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80-89,0.0,Tidak
86,7516,1983.0,Graduation,Married,30096.0,1.0,0.0,22-05-2014,30.0,5.0,3.0,11.0,12.0,5.0,9.0,1.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30-39,0.0,Tidak
87,7247,1960.0,Graduation,Widow,47916.0,0.0,1.0,22-11-2012,72.0,505.0,0.0,26.0,0.0,0.0,75.0,5.0,7.0,4.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70-79,1.0,Ya
88,11100,1972.0,Graduation,Divorced,51813.0,1.0,1.0,11-04-2013,37.0,51.0,2.0,7.0,0.0,1.0,2.0,2.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30-39,0.0,Tidak
89,4646,1951.0,Master,Married,78497.0,0.0,0.0,01-12-2013,44.0,207.0,26.0,447.0,75.0,0.0,223.0,1.0,5.0,7.0,12.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40-49,1.0,Ya
90,3037,1983.0,PhD,Married,50150.0,0.0,0.0,20-06-2013,32.0,135.0,46.0,92.0,65.0,61.0,11.0,2.0,5.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30-39,0.0,Tidak
91,1473,1960.0,Master,Single,47823.0,0.0,1.0,23-07-2013,0.0,53.0,1.0,5.0,2.0,1.0,10.0,2.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-9,0.0,Tidak
92,1016,1959.0,PhD,Single,34554.0,0.0,1.0,30-03-2014,43.0,41.0,1.0,6.0,2.0,0.0,5.0,2.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40-49,0.0,Tidak
93,4518,1979.0,Graduation,Married,85693.0,0.0,1.0,20-04-2013,59.0,386.0,172.0,183.0,185.0,132.0,111.0,2.0,9.0,5.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50-59,0.0,Tidak
94,9370,1945.0,PhD,Married,65846.0,0.0,0.0,17-05-2013,68.0,562.0,81.0,276.0,80.0,40.0,81.0,1.0,6.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60-69,0.0,Tidak
95,8908,1959.0,Graduation,Married,87195.0,0.0,0.0,08-05-2014,35.0,217.0,76.0,690.0,50.0,26.0,38.0,1.0,3.0,11.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30-39,1.0,Ya
96,8373,1979.0,Basic,Married,24594.0,1.0,0.0,10-12-2013,94.0,1.0,3.0,6.0,10.0,0.0,9.0,1.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90-99,0.0,Tidak
97,7533,1964.0,Graduation,Married,49096.0,1.0,1.0,24-09-2013,15.0,144.0,1.0,32.0,2.0,1.0,7.0,4.0,4.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-19,0.0,Tidak
98,2683,1969.0,Graduation,Married,52413.0,0.0,2.0,02-02-2013,56.0,295.0,106.0,271.0,75.0,98.0,65.0,4.0,6.0,4.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50-59,0.0,Tidak
99,3629,1978.0,Graduation,Single,38557.0,1.0,0.0,19-12-2012,17.0,76.0,3.0,31.0,4.0,4.0,27.0,2.0,3.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-19,0.0,Tidak
100,10991,1960.0,Master,Married,89058.0,0.0,0.0,07-12-2012,18.0,454.0,194.0,106.0,31.0,22.0,43.0,1.0,5.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-19,0.0,Tidak
101,5077,1979.0,Graduation,Married,77298.0,0.0,1.0,02-11-2013,46.0,425.0,115.0,292.0,23.0,35.0,79.0,1.0,6.0,6.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40-49,0.0,Tidak
102,7431,1991.0,PhD,Single,68126.0,0.0,0.0,10-11-2012,40.0,1332.0,17.0,311.0,23.0,51.0,86.0,1.0,7.0,4.0,5.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,40-49,2.0,Ya
103,3267,1963.0,Master,Married,57288.0,0.0,1.0,25-06-2014,27.0,527.0,0.0,21.0,0.0,0.0,60.0,3.0,8.0,1.0,8.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20-29,1.0,Ya
104,999,1991.0,Graduation,Single,86037.0,0.0,0.0,02-01-2013,95.0,490.0,44.0,125.0,29.0,20.0,22.0,1.0,6.0,7.0,11.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,90-99,3.0,Ya
105,9215,1980.0,PhD,Married,43974.0,1.0,0.0,12-12-2012,19.0,378.0,0.0,101.0,0.0,0.0,72.0,5.0,6.0,4.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-19,0.0,Tidak
106,2286,1962.0,Graduation,Single,50785.0,1.0,1.0,10-09-2013,27.0,64.0,1.0,21.0,0.0,1.0,27.0,2.0,2.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-29,0.0,Tidak
